difficulty,answering_llm,judge_llm,score,nickname,Talk
All,openai,openai,6,DaniH,Talk1
All,perplexity,openai,8,DaniH,Talk1
All,openai,openai,9,Does Dr Saez-Rodriguez like black box models?,Talk1
All,perplexity,openai,4,Does Dr Saez-Rodriguez like black box models?,Talk1
All,openai,openai,9,Chris,Talk1
All,perplexity,openai,7,Chris,Talk1
All,perplexity,openai,10,Katha,Talk1
All,openai,openai,8,Katha,Talk1
All,perplexity,openai,9,EF,Talk6
All,openai,openai,8,EF,Talk6
All,perplexity,openai,9,DEIMANTĖ,Talk6
All,openai,openai,5,DEIMANTĖ,Talk6
All,perplexity,openai,3,eda,Talk6
All,openai,openai,9,eda,Talk6
All,perplexity,openai,6,ferenckata,Talk6
All,openai,openai,4,ferenckata,Talk6
All,perplexity,openai,2,Small brain ,Talk6
All,openai,openai,6,Small brain ,Talk6
All,perplexity,openai,9,TN,Talk6
All,openai,openai,8,TN,Talk6
All,perplexity,openai,9,DEIMANTĖ,Talk6
All,openai,openai,8,DEIMANTĖ,Talk6
All,perplexity,openai,4,Jeremie,Talk6
All,openai,openai,9,Jeremie,Talk6
All,perplexity,openai,8,Aquaria,Talk6
All,openai,openai,9,Aquaria,Talk6
All,perplexity,openai,5,TN,Talk6
All,openai,openai,9,TN,Talk6
All,perplexity,openai,9,TN,Talk6
All,openai,openai,7,TN,Talk6
All,perplexity,openai,9,Harpreet ,Talk6
All,openai,openai,7,Harpreet ,Talk6
All,perplexity,openai,5,Hola,Talk6
All,openai,openai,9,Hola,Talk6
All,openai,openai,8,Ale28,Talk6
All,perplexity,openai,6,Ale28,Talk6
All,perplexity,openai,9,Hola,Talk6
All,openai,openai,8,Hola,Talk6
All,perplexity,openai,9,Aquaria,Talk6
All,openai,openai,8,Aquaria,Talk6
All,perplexity,openai,9,Hola,Talk6
All,openai,openai,6,Hola,Talk6
All,perplexity,openai,7,Aquaria,Talk6
All,openai,openai,9,Aquaria,Talk6
All,perplexity,openai,9,Aquaria,Talk6
All,openai,openai,7,Aquaria,Talk6
All,openai,openai,8,ferenckata,Talk6
All,perplexity,openai,9,ferenckata,Talk6
All,perplexity,openai,9,DEIMANTĖ ,Talk6
All,openai,openai,7,DEIMANTĖ ,Talk6
All,openai,openai,7,Luis,Talk6
All,perplexity,openai,10,Luis,Talk6
All,perplexity,openai,9,Jeanne,Talk6
All,openai,openai,6,Jeanne,Talk6
All,perplexity,openai,8,Chris,Talk3
All,openai,openai,10,Chris,Talk3
All,perplexity,openai,2,DEIMANTĖ ,Talk3
All,openai,openai,8,DEIMANTĖ ,Talk3
All,perplexity,openai,5,eda,Talk3
All,openai,openai,9,eda,Talk3
All,perplexity,openai,8,EF,Talk3
All,openai,openai,7,EF,Talk3
All,openai,openai,9,CB,Talk3
All,perplexity,openai,7,CB,Talk3
All,perplexity,openai,9,Snps ,Talk6
All,openai,openai,6,Snps ,Talk6
All,perplexity,openai,2,Snps,Talk4
All,openai,openai,3,Snps,Talk4
All,perplexity,openai,5,Katha,Talk4
All,openai,openai,9,Katha,Talk4
All,perplexity,openai,8,EF,Talk4
All,openai,openai,5,EF,Talk4
All,openai,openai,8,DEIMANTĖ,Talk4
All,perplexity,openai,5,DEIMANTĖ,Talk4
All,openai,openai,9,A,Talk4
All,perplexity,openai,6,A,Talk4
All,perplexity,openai,7,DEIMANTĖ ,Talk5
All,openai,openai,9,DEIMANTĖ ,Talk5
All,perplexity,openai,7,jyhuang,Talk1
All,openai,openai,4,jyhuang,Talk1
